type,original_title,title,overview,release_date,popularity,vote_average,genres,ott_platforms
movie,Amityville: Where the Echo Lives,Amityville: Where the Echo Lives,,2024-10-28,32.335,5.2,"공포, 미스터리",
movie,Challengers,챌린저스,"스타급의 인기를 누리던 테니스 천재 타시는 부상으로 인해 더 이상 선수 생활을 하지 못하고 지금은 남편 아트의 코치를 맡고 있다. 연패 슬럼프에서 빠져나오지 못하는 아트를 챌린저급 대회에 참가시킨 타시는 남편과 둘도 없는 친구 사이이자 자신의 전 남친인 패트릭을 다시 만나게 된다. 선 넘는 세 남녀의 아슬아슬한 관계는 테니스 코트 밖에서 더욱 격렬하게 이어지는데… 결승전 D-DAY, 가장 매혹적인 랠리가 시작된다!",2024-04-18,32.296,7.0,"로맨스, 드라마",
movie,Harold and the Purple Crayon,해럴드와 보라색 크레용,모험심이 강한 해롤드는 책 속에서는 무엇이든 그리기만 하면 현실로 만들 수 있어요. 해롤드는 성장하여 책 속 페이지에서 벗어나 현실 세계로 나온 후 현실 생활에 대해 배울 것이 많다는 것을 알게 됩니다.,2024-07-31,35.64,6.791,"가족, 모험, 판타지, 코미디",
movie,The Union,더 유니온,뉴저지 출신의 건설 노동자. 추억 속에 남아 있던 고교 시절 여친으로 인해 첩보 임무에 투입되면서 평범한 남자에서 예비 스파이로 거듭난다.,2024-08-15,32.102,6.167,"액션, 코미디","Netflix, Netflix basic with Ads"
movie,Killers of the Flower Moon,플라워 킬링 문,"1920년대 오클라호마주 오세이지 부족 땅에서 석유가 발견된 후, 부족 사람들이 한 명씩 죽어 나가자 FBI가 미스터리를 풀기 위해 나선다.",2023-10-18,31.934,7.4,"범죄, 역사, 드라마",Apple TV Plus
movie,Bangkok Breaking: ฝ่านรกเมืองเทวดา,방콕 브레이킹: 천국과 지옥,한 응급 구조대원이 목숨을 위협하는 방콕의 지하 세계 갱단과 엮이게 되면서 생존을 위한 사투를 벌인다.,2024-09-26,31.808,6.579,"액션, 범죄, 드라마, 스릴러","Netflix, Netflix basic with Ads"
movie,The Forge,믿음의 길,성인이 됐지만 장래 계획은 없는 아이제이아가 믿음을 통해 자신의 삶에 담긴 가치를 깨닫게 된다는 내용의 영화,2024-08-22,31.7,8.305,"드라마, 가족",
movie,The Six Triple Eight,6888 중앙우편대대,"제2차 세계대전 중, 미 육군의 유일한 흑인 여성 대대가 불가능에 가까운 임무를 수행한다. 타일러 페리가 실화를 바탕으로 연출한 드라마 영화.",2024-12-06,31.616,7.6,"드라마, 전쟁, 역사","Netflix, Netflix basic with Ads"
movie,Bag of Lies,Bag of Lies,,2024-03-29,31.57,5.6,"공포, 스릴러",
movie,The Apprentice,어프렌티스,"세입자들에게 밀린 집세를 받으러 다니는 뉴욕 부동산 업자의 아들 ‘도널드 트럼프’는 어느 날 정·재계 고위 인사들을 변호하며 정치 브로커로 활동하는 변호사 ‘로이 콘’을 만나게 된다. 성공을 향한 강한 야망을 가진 ‘도널드 트럼프’는 불법 수사와 협박, 사기, 선동으로 인간의 탈을 쓴 악마라고 불리는 ‘로이 콘’을 스승으로 삼고 더욱 악랄한 괴물로 거듭나는데!",2024-10-09,31.54,6.9,"역사, 드라마","wavve, Watcha"
movie,劇場版 SPY×FAMILY CODE: White,극장판 스파이 패밀리 코드: 화이트,"세계 각국이 물밑에서 치열하게 정보전을 펼치고 있는 시대. 서로의 정체를 숨긴 채 결성된 위장 가족의 아버지 '로이드(스파이)'와 어머니 '요르(암살자)’, 딸 '아냐(초능력자)'는 각자의 목표를 위해 비밀스러운 임무를 수행한다. 오퍼레이션 올빼미 작전을 위해 첫 가족 여행을 떠나던 중, ‘아냐’는 열차 안에서 수상한 캐리어를 발견하고 그 안의 초콜릿을 실수로 그만 삼켜버리고 마는데… 엄청난 비밀이 숨겨진 초콜릿과 여행지에서 생기는 해프닝의 연속!! 세계의 명운은, 다시 이 위장 가족에게 맡겨졌다!",2023-12-22,31.526,7.0,"애니메이션, 코미디, 모험, 액션","Netflix, Disney Plus, Watcha, Netflix basic with Ads"
movie,Himas,Himas,,2024-05-31,31.473,5.0,드라마,
movie,Trolls Band Together,트롤: 밴드 투게더,"전 세계 모든 트롤을 열광케 했던 최고의 아이돌 그룹 ‘브로존’. 역대급 무대 실수와 형제 간의 불화로 결국 해체한 뒤, 모두에게 잊혀 간다. 그러던 어느 날, ‘브로존’의 황금막내 ‘브랜치’는 메인보컬 ‘플로이드’가 슈퍼스타 ‘벨벳’과 ‘비니어’에게 잡혀 재능을 빼앗기고 있다는 소식을 듣는다. 그를 구하기 위해서는 흩어져 있는 ‘브로존’을 재결합하고 완벽한 화음을 되찾아야 하는데… 12월, 가장 짜릿한 컴백 무대의 시작!",2023-10-12,46.899,7.305,"애니메이션, 가족, 음악, 판타지, 코미디","Netflix, Netflix basic with Ads"
movie,The Return,더 리턴,,2024-09-07,31.393,6.5,"역사, 드라마, 모험",
movie,Afraid,어프레이드,"커티스(존 조)와 가족은 ‘아이아’라는 가정용 AI를 사용해볼수 있는 체험단에 선정되고, 아이아는 가족 한 명, 한 명의 삶에 스며든다. 집 안에 설치된 카메라와 센서를 통해 아이아는 그들의 행동을 학습하고, 필요한 것을 예측하기 시작한다. 결국 아이아는 가족에게 도움을 주겠다는 명목 하에 그들을 방해하는 것이 있다면 무엇이든 처리하기 시작하는데…",2024-08-28,31.367,5.991,"공포, SF, 스릴러",
movie,Monkey Man,몽키맨,"잔혹한 과거의 잔상에서 벗어나지 못하고 괴로워하는 키드. 자신의 가족을 몰살한 경찰청장 라나 싱에게 복수하기 위해 인생을 바친 복수를 계획하지만 순간의 실수로 물거품이 된다. 복수에 실패해 경찰에 쫓기는 신세가 된 키드는 치명상을 입고 목숨을 잃을 위기에 처하지만 비밀스러운 조력자 히즈라들의 도움으로, 힘의 신 몽키맨으로 다시 태어난다.",2024-04-03,31.347,6.909,"액션, 스릴러",
movie,Le salaire de la peur,공포의 보수,수백 명의 목숨을 앗아갈 유정 폭발 참사를 막기 위해 소집된 최정예 운반팀. 니트로글리세린을 싣고 위험천만한 사막을 횡단해야 한다.,2024-03-28,31.198,6.2,액션,"Netflix, Netflix basic with Ads"
movie,นักรบมนตรา: ตำนานแปดดวงจันทร์,만트라 워리어: 8개 달의 전설,,2023-10-11,30.998,7.411,"애니메이션, 액션, 모험, 판타지, SF","Netflix, Netflix basic with Ads"
movie,House of Ga'a,킹메이커 가아,"전성기 시절의 오요 제국에서 왕좌를 좌지우지하던 바쇼룬 가아. 이 흉포한 성격의 킹메이커는 왕보다 막강한 권세를 누렸으나, 결국 자기 혈육의 손에 거세당하며 최후를 맞이한다.",2024-07-26,32.818,5.5,"액션, 역사","Netflix, Netflix basic with Ads"
movie,Lift,리프트: 비행기를 털어라,"베테랑 도둑이 이끄는 전문 털이범 일당이 극강의 강도 작전을 벌인다. 위치는 상공 12,000미터. 비행기 금고에서 5억 달러어치 금괴를 훔쳐라.",2024-01-12,30.778,6.5,"액션, 코미디, 범죄","Netflix, Netflix basic with Ads"
movie,Diabolik chi sei?,Diabolik chi sei?,,2023-11-30,30.772,6.432,"범죄, 액션, 미스터리, 스릴러",
movie,Unstoppable,멈출 수 없는 앤서니 로블스,《멈출 수 없는 앤서니 로블스》는 태어날 때부터 다리 한쪽이 없는 앤서니 로블스 가 강한 의지와 노력으로 모든 한계를 넘어 꿈을 이룬 감동적인 이야기이다.,2024-12-06,31.672,4.7,"드라마, 역사",Amazon Prime Video
movie,Beverly Hills Cop: Axel F,비버리 힐스 캅: 액셀 F,"잊지 못할 비버리 힐스에서의 첫 사건 후 어느덧 40년. 디트로이트 형사 액셀 폴리가 자신의 특기를 발휘하러 다시 돌아온다. 범죄를 해결하러, 물론 말썽도 일으키면서.",2024-06-20,30.508,6.695,"액션, 코미디, 범죄","Netflix, Netflix basic with Ads"
movie,무도실무관,무도실무관,힘든 사람을 그냥 지나치지 못하는 무술 유단자 이정도. 보호관찰관 김선민이 그런 정도를 알아보고 ‘무도실무관’을 권한다. 이제 전자발찌 대상자를 감시하며 범죄를 예방하는 그들의 활약이 펼쳐진다.,2024-09-10,30.461,7.7,"액션, 코미디, 범죄","Netflix, Netflix basic with Ads"
movie,O Lado Bom de Ser Traída,뜨거운 배신,약혼자에게 배신당한 회계사. 배신감에 빠져 있기보다 성적인 자유에 눈뜰 기회로 삼기로 한다. 하지만 위험한 결과가 뒤따라온다. 수 헤케르의 소설을 각색한 작품.,2023-10-25,30.191,6.3,"드라마, 미스터리, 로맨스","Netflix, Netflix basic with Ads"
movie,Online Selling,Online Selling,,2025-02-13,30.141,0.0,드라마,
movie,PERFECT DAYS,퍼펙트 데이즈,"도쿄 시부야의 공공시설 청소부 ‘히라야마’는 매일 반복되지만 충만한 일상을 살아간다. 오늘도 그는 카세트 테이프로 올드 팝을 듣고, 필름 카메라로 나무 사이에 비치는 햇살을 찍고, 자전거를 타고 단골 식당에 가서 술 한잔을 마시고, 헌책방에서 산 소설을 읽으며 하루를 마무리한다. 그러던 어느 날, 사이가 소원한 조카가 찾아오면서 그의 반복되는 일상에 작은 변화가 생긴다.",2023-11-10,30.104,7.744,드라마,"Netflix, Netflix basic with Ads"
movie,狂蟒之灾,狂蟒之灾,,2024-03-01,29.906,7.11,"모험, 공포",
movie,The Billionaire Escort's Secret,The Billionaire Escort's Secret,,2024-12-26,29.787,6.0,로맨스,
movie,Bandida - A Número Um,밴딧: 넘버 원,악명높은 브라질 파벨라에서 성장한 젊은 여성이 사랑과 범죄 사이를 헤쳐 나간다. 위험천만한 갱단 간 경쟁과 배신 속에서 권력을 손에 넣기 위해 악착같이 발버둥 치며.,2024-06-20,29.662,6.2,"액션, 범죄, 드라마","Netflix, Netflix basic with Ads"
movie,Rippy,Rippy,,2024-10-25,29.651,4.4,"공포, 미스터리",
movie,MaXXXine,맥신,"1980년대 할리우드, 성인 영화 스타이자 신예 여배우인 맥신이 영화에 캐스팅되어 기회를 잡는다. 하지만 의문의 연쇄살인범이 할리우드 배우들을 뒤쫓기 시작하면서 맥신의 과거가 밝혀질 위기에 처하는데...",2024-07-04,29.633,6.3,"공포, 미스터리, 범죄",
movie,Trap,트랩,"10대 딸과 함께 인기 팝스타의 콘서트를 찾은 쿠퍼. 신나게 콘서트를 즐기던 그는 순간 이상한 낌새를 느끼고, 그곳이 최악의 연쇄살인마를 잡기 위한 거대한 덫임을 알게 된다. 그런데 문제는 쿠퍼 자신이 바로 연쇄살인마라는 것! 이제 쿠퍼는 수많은 관객과 경찰을 따돌리고 어린 딸과 함께 무사히 이 덫에서 탈출해야만 하는데…",2024-07-31,29.626,6.406,"범죄, 스릴러",
movie,Tarot,타로: 죽음의 카드,"한 무리의 친구들이 타로 카드 읽기의 가장 중요한 규칙인 '타인의 카드 덱을 사용하지 말라'는 것을 무모하게 어긴다. 이로 인해 저주받은 카드 안에 갇혀있던 악마가 풀려나오게 되고, 하나둘씩 운명과 마주치며 카드 읽기에서 예견된 미래로부터 벗어나기 위해 죽음과의 치열한 레이스를 펼치게 된다.",2024-05-01,34.964,6.5,공포,
movie,An Almost Christmas Story,크리스마스가 코앞에,"길을 잃은 아기 부엉이 문. 루나라는 길 잃은 소녀와 친구가 되어, 마음 따뜻해지는 모험을 떠나는데.",2024-10-14,29.586,7.2,"애니메이션, 모험, 판타지, 가족",Disney Plus
movie,"전,란","전,란","조선 최고 무신 집안의 아들 종려와 그의 몸종 천영. 함께 자란 두 남자가 왜란의 시대에 적이 되어 다시 만난다. 한 사람은 선조의 최측근 무관으로, 다른 사람은 의병으로, 파란의 세월을 헤쳐간다.",2024-10-02,29.517,7.0,"액션, 드라마, 역사","Netflix, Netflix basic with Ads"
movie,Alice in Terrorland,공포 나라의 앨리스,,2023-12-26,30.155,6.0,"공포, 스릴러",
movie,Sting,스팅: 외계거미의 지구침략,우주에서 날라온 작은 거미를 우연히 집에 들여놓았으나 그 거미가 괴물로 돌변하고 이에 맞서는 인간들의 싸움을 담은 스릴러,2024-04-12,29.272,6.309,"공포, SF, 스릴러",
movie,劇場版「進撃の巨人」完結編 THE LAST ATTACK,진격의 거인: 더 라스트 어택,,2024-11-08,29.224,8.2,"애니메이션, 액션, 모험, 판타지",
movie,Ghostbusters: Frozen Empire,고스트버스터즈: 오싹한 뉴욕,"무더운 여름의 뉴욕의 어느 날, 고대 유물 속 깨어난 데스칠로 인해 정체불명의 냉기가 몰려오고 마침내 도시는 얼어붙고 만다. 유령을 퇴치하는 그루버슨과 라이즈 버스터즈 멤버들은 얼어붙은 세상을 깨부수기 위해 유령 군단을 쫓기 시작하는데…",2024-03-20,29.199,6.506,"판타지, 모험, 코미디","Netflix, Netflix basic with Ads"
movie,Love Lies Bleeding,러브 라이즈 블리딩,체육관 매니저로 일하며 무료하게 일상을 보내던 루 앞에 보디빌딩 대회 우승을 꿈꾸는 와일드한 잭키가 나타나고 둘은 0.001초 만에 사랑에 빠진다. 두 사람의 사랑이 점점 깊어 가던 어느 날 사랑하는 루를 위해 엄청난 살인을 저지른 잭키. 범죄에 깊게 연루된 가족으로부터 잭키를 지키려는 루. 상상 이상의 짜릿한 슈퍼 범죄 로맨스가 시작된다!,2024-03-07,36.571,6.6,"범죄, 로맨스, 스릴러, 액션, 모험, 미스터리","Netflix, wavve, Watcha, Netflix basic with Ads"
movie,Mica è Colpa Mia,러브 스캠,빚에 허덕이는 두 형제. 나폴리에서 가족과 함께 살고 있는 집을 지키기 위해 부유한 상속녀를 유혹하려 한다. 하지만 뜻밖에 사랑에 빠지면서 계획은 어긋나기 시작한다.,2025-01-01,30.055,6.4,"코미디, 로맨스","Netflix, Netflix basic with Ads"
movie,நிலவுக்கு என் மேல் என்னடி கோபம்,நிலவுக்கு என் மேல் என்னடி கோபம்,,2025-02-21,33.358,0.0,"로맨스, 드라마",
movie,MadS,매즈,"한 프랑스 클럽 청년이 파티에서 깨어난 후, 최신 마약이든 로맨틱한 정복이든 무언가를 얻으려고 합니다. 집으로 돌아가는 길에 그는 탈옥한 환자를 만나게 되고, 그의 인생이 바뀌게 됩니다.",2024-10-25,28.933,6.9,"공포, 스릴러",
movie,Marked Men: Rule + Shaw,Marked Men: Rule + Shaw,,2025-01-22,28.775,7.2,"로맨스, 드라마",
movie,Cleaner,클리너,,2025-02-19,28.837,8.0,"액션, 스릴러",
movie,Hit Man,히트맨,경찰의 의뢰로 부업 삼아 살인 청부업자 행세를 하는 온화한 성품의 교수. 그런 그가 잠재 고객에게 끌리기 시작하면서 여러 문제가 연쇄적으로 터져 나온다.,2024-05-16,28.528,6.83,"코미디, 로맨스, 범죄","Netflix, Netflix basic with Ads"
movie,1992,1992,"1992년 LA 폭동을 배경으로, 서로 다른 길을 걷고 있는 두 가족의 운명이 교차하는 순간을 그린다. 타이리스 깁슨이 연기하는 머서는 불안정한 사회 속에서 아들과의 관계를 재건하려는 남자. 그러나 폭동 속에서 일어난 범죄와 위협적인 상황은 그를 위험한 선택으로 몰고 간다. 다른 한편, 스콧 이스트우드가 맡은 리긴과 그의 아버지 로웰(레이 리오타)은 불법적인 금속 절도를 계획하고, 폭동을 기회로 삼으려 한다. 이들의 긴박한 행보는 결국 머서와 그의 아들 안투안의 운명과 얽히게 되는데...",2024-08-29,28.491,6.927,"범죄, 스릴러, 액션",
movie,Cinderella's Curse,신데렐라의 저주,,2024-05-31,28.343,6.0,"공포, 판타지",
movie,Napoleon,나폴레옹,프랑스군 지휘관이었던 나폴레옹의 기원과 빠르고 냉혹하게 황제 자리에 오르게 된 이야기를 아내이자 유일한 참사랑이었던 조세핀과 맺었던 중독적이고 불안정한 관계를 통해 가까이서 들여다본다.,2023-11-22,28.254,6.364,"역사, 전쟁, 로맨스",Apple TV Plus
movie,My Spy The Eternal City,마이 스파이: 이터널 시티,이탈리아의 고등학교 합창단 투어가 바티칸을 노리는 사악한 핵 음모로 인해 중단되자 베테랑 CIA 요원 JJ와 그의 14살 의붓딸이자 제자 소피가 세상을 구하기 위해 재회합니다.,2024-07-18,28.19,6.7,"액션, 코미디",Amazon Prime Video
movie,The Jack in the Box Rises,잭 인 더 박스: 라이즈,,2024-01-18,28.06,6.7,공포,
movie,Strul,미스터 트러블,어느 날 억울하게 살인자로 몰린 허술한 전자제품 영업 사원. 그가 부패한 경찰에 맞서 자신의 무고함을 증명하고자 분투한다. 어쩌면 온갖 불법적인 계획을 총동원해야 할지도 모른다.,2024-10-02,29.888,6.745,"액션, 코미디, 범죄","Netflix, Netflix basic with Ads"
movie,Rebel Moon - Part One: A Child of Fire,Rebel Moon — 파트 1: 불의 아이,우주 변방의 위성에 자리한 평화로운 농촌 마을. 마더월드의 무자비한 세력이 이곳에 위협을 가하기 시작한다. 이제 생존을 위한 한 줄기 희망은 외지에서 온 수수께끼 같은 인물에 달려 있다.,2023-12-15,27.951,6.3,"SF, 드라마, 액션, 전쟁","Netflix, Netflix basic with Ads"
movie,Blood for Dust,Blood for Dust,,2024-04-19,27.934,5.836,"액션, 범죄, 스릴러",
movie,ルックバック,룩백,"4학년인 '후지노'는 학교 신문에 네컷 만화를 그리며 친구들의 극찬을 받는다. 그림에 대한 자신감으로 만화가를 꿈꾸던 ‘후지노’는 학교에 나오지 않는 동급생 ‘쿄모토’와 함께 네컷 만화를 연재하며 그림을 향한 한결 같은 마음으로 눈부신 우정을 쌓아 간다. 그러던 어느 날, 단 하나의 사건이 그들을 찾아 오는데... 만화만이 세상이 전부였던 두 소녀의 가슴 벅찬 성장 이야기가 시작된다!",2024-06-28,27.916,8.014,"애니메이션, 드라마",Amazon Prime Video
movie,പൈങ്കിളി,പൈങ്കിളി,,2025-02-14,27.848,6.5,"로맨스, 코미디",
movie,히든페이스,히든페이스,"지휘자 성진이 이끄는 오케스트라의 첼리스트이자 약혼녀 수연이 어느 날 영상 편지만을 남겨둔 채 자취를 감춘다. 성진은 수연을 잃은 상실감에 고통스러워하지만, 그녀를 대신한 첼리스트 미주에게 강한 끌림을 느낀다. 비 오는 밤, 서로의 욕망에 휩쓸린 성진과 미주는 수연의 집에서 용서받지 못할 짓을 저지른다. 한편 사라진 줄 알았던 수연은 혼자서는 절대 나올 수 없는 집 안 밀실에 갇혀 숨겨진 민낯을 지켜보는데...",2024-11-20,27.839,3.6,"미스터리, 스릴러",
movie,Mean Girls,퀸카로 살아남는 법: 더 뮤지컬,아프리카에서 성장한 케이디 (앵거리 라이스)는 노스 쇼어 고등 학교로 전학을 오게 된다. 케이디가 전학 온 고등학교에는 레지나(르네 랩) 라는 퀸카가 그녀의 매력을 주무기로 학교의 여왕으로 군림을 하고 있었다. 레지나는 케이디가 지닌 미모와 지성이 자신이 누리고 있는 교내 ‘여왕벌’의 위치를 위협할 수 있다고 판단하고 그녀를 감시할 목적으로 케이디에게 접근하고 둘은 친구가 된다. 케이디는 수학시간에 만난 남학생 애런 사무엘 (크리스토퍼 브라이니)에게 한눈에 반하여 그와 사귀려고 노력 하지만 그는 바로 레지나의 헤어진 남자 친구였다. 케이디가 애런에게 관심이 있는 것을 안 레지나는 고의로 그들의 사이를 방해하고 케이디에게 모욕감을 느끼게 한다. 이 일을 계기로 케이디는 레지나를 극도로 미워하고 케이디는 자신의 친구 제니스(아울라이 크라발호)와 함께 레지나를 여왕벌 자리에서 내려오게 하려고 한다.,2024-01-10,27.719,5.9,코미디,
movie,May the 12th Be with You,포스가 엄마와 함께 하길,"마더즈 어쌤블! 어머니의 날을 맞아 마지가 디즈니+를 대표하는 맘들과 함께 신나는 모험을 떠난다! 그런데 영웅들, 악당들, 그리고 《패밀리 가이》의 스튜이도 함께한다고?",2024-05-09,27.676,5.368,"애니메이션, 코미디",Disney Plus
movie,Y2K,Y2K,,2024-12-06,28.901,5.176,"코미디, 공포, SF",
movie,A Different Man,어 디프런트 맨,"안면 기형을 가진 에드워드는 실험적 수술로 새 정체를 만들어 부유한 부동산 중개인으로 거듭난다. 그가 떠난 줄로 알았던 잉리는 그의 이야기를 바탕으로 연극을 쓰고, 가면을 쓴 에드워드는 주연을 맡아 잉리와 관계를 맺는다. 그러나 신경섬유종을 앓는 오즈월드의 등장으로 에드워드는 질투와 집착에 빠져 폭력 사태와 살인을 저지른 뒤 결국 감옥에 수감된다. 세월이 흐른 후, 오즈월드와 잉리는 캐나다로 은퇴할 계획을 밝히며 실패한 영화화 이야기를 나누고, 에드워드는 여전히 불안한 모습으로 그들과 만난다.",2024-08-24,27.392,7.0,"코미디, 드라마",
movie,Ad Vitam,삶이 다할 때까지,전직 엘리트 요원이 임신한 아내와 함께 자택에서 습격을 당한다. 그리고 곧이어 고통스러운 과거에 얽힌 위험한 추격전에 말려든다.,2025-01-09,27.243,6.304,"스릴러, 드라마, 범죄, 액션","Netflix, Netflix basic with Ads"
movie,కల్కి 2898-ఎ.డి,칼키 AD 2898년,"인류가 시작되기 이전, 태고의 어느 시기, 전쟁에서 패배한 아쉬와타마는 다음 인류에서 구원을 얻게 되기 전까지 죽지 못하는 저주를 받는다. 그로부터 6,000년이 지나 전쟁과 살육으로 점철된 현생 인류가 도달하게 된 디스토피아. 하나의 정부가 모든 군대와 자원을 통제하며, 돈이 있는 사람들만이 콤플렉스라 불리는 대규모 단지에서 상대적으로 평안한 삶을 영위할 수 있다. 콤플렉스에서는 프로젝트 K라는, 가임기 여성들을 대상으로 하는 비밀 실험이 진행되고 있다.",2024-06-26,27.218,6.4,"드라마, 액션, 판타지, SF","Netflix, Amazon Prime Video, Netflix basic with Ads"
movie,과외의 목적,과외의 목적,,2023-12-07,27.212,7.0,"로맨스, 드라마",
movie,Chief of Station,블랙미션,"전직 CIA 지부장 벤 멀로이는 눈앞의 폭발 사고로 아내를 잃게 되는데, 머지않아 CIA 요원인 아내의 죽음이 단순한 사고가 아님을 깨닫는다. 동료들은 숨진 아내를 이중 첩자로 몰아가고, 벤은 그의 오랜 숙적들을 찾아가면서까지 진실에 가까워지려 한다.",2024-05-02,27.016,6.276,"액션, 스릴러","wavve, Watcha"
movie,Justice League: Crisis on Infinite Earths Part One,저스티스 리그: 크라이시스 온 인피닛 어스 파트 1,,2024-01-08,26.887,7.445,"애니메이션, SF, 액션",
movie,Double Blind,더블 블라인드,"이중맹검 임상시험에 참여한 클레어는 다른 참가자들과 함께 통신이 터지지 않는 시설에서 지내게 된다. 정량대로 약을 복용하면서 경과를 지켜보던 참가자들은 순탄할 거라는 버크 박사의 말과는 달리 밤에 잠을 이루지 못하고, 제약사는 참가자들에게 거액의 돈을 제안하며 임상시험의 조건을 변경하는데...",2024-02-09,26.864,5.9,"SF, 공포, 스릴러","wavve, Watcha"
movie,Las tías,Las tías,,2024-08-28,26.778,6.58,공포,
movie,Leo,레오,초등학교 마지막 해를 보내는 아이들. 이 모습을 교실에서 키우는 반려동물의 눈을 통해 바라본다. 성장 스토리를 담은 뮤지컬 코미디로 애덤 샌들러가 반려동물인 도마뱀의 목소리 연기를 선보인다.,2023-11-17,29.966,7.442,"애니메이션, 코미디, 가족",Netflix
movie,விடாமுயற்சி,விடாமுயற்சி,,2025-02-06,26.665,6.1,"액션, 스릴러",
movie,El 47,El 47,,2024-09-06,36.023,7.304,"범죄, 드라마",
movie,파묘,파묘,"미국 LA, 거액의 의뢰를 받은 무당 화림과 봉길은 기이한 병이 대물림되는 집안의 장손을 만난다. 조상의 묫자리가 화근임을 알아챈 화림은 이장을 권하고, 돈 냄새를 맡은 최고의 풍수사 상덕과 장의사 영근이 합류한다. 절대 사람이 묻힐 수 없는 악지에 자리한 기이한 묘. 상덕은 불길한 기운을 느끼고 제안을 거절하지만, 화림의 설득으로 결국 파묘가 시작되고… 나와서는 안될 것이 나왔다.",2024-02-22,26.455,7.546,"미스터리, 공포, 스릴러","Netflix, Netflix basic with Ads"
movie,Heart Eyes,하트 아이즈,,2025-02-06,27.346,6.4,"코미디, 공포, 미스터리",
movie,The Killer,더 킬러: 죽음의 여왕,"철두철미한 킬러가 어떤 살인 임무를 중도에 포기해 버린다. 그 뒤로 몸담았던 조직에 쫓기던 그녀는 악착같은 경찰과 만나고, 동시에 자신의 과거와 대면한다.",2024-08-22,26.692,6.4,"액션, 스릴러, 범죄","Netflix, Netflix basic with Ads"
movie,Skinford 2: The Curse,Skinford 2: The Curse,,2024-05-20,26.226,5.967,"스릴러, 액션",
movie,Pigen med nålen,바늘을 든 소녀,,2024-09-06,27.424,7.7,"드라마, 역사, 스릴러, 공포",
movie,Freelance,프리랜스,,2023-10-05,35.316,6.455,"액션, 코미디",
movie,퇴마록,퇴마록,"수백 년간 은거하던 해동밀교의 145대 교주가 생명을 제물로 바쳐 절대 악(惡)의 힘을 얻기 위한 의식을 시작한다. 해동밀교의 다섯 호법들은 그를 막기 위해 힘을 보태줄 새로운 인물을 찾아나서고, 파문 당한 신부 박윤규, 무공을 위해 밀교를 찾은 현암, 사건의 중심에 있는 예언의 아이 준후가 합세해 거대한 악에 맞서는데...",2025-02-21,30.1,0.0,"애니메이션, 판타지, 공포",
movie,من وراء الموج,모래성,4인 가족이 먹을 것을 찾아 외딴 무인도에 고립되어 살고 있습니다. 그들의 숨겨진 과거가 서서히 드러나면서 그들은 충격적인 사건의 소용돌이에 빠진다.,2024-12-07,26.027,5.5,"스릴러, 미스터리, 드라마, 판타지","Netflix, Netflix basic with Ads"
movie,Akademia Pana Kleksa,클렉스 아카데미,"겉으로는 평범해 보이는 소녀. 실종된 아버지를 찾기 위해 특별한 학교에 입학하라는 초대를 수락하는데, 그곳은 클렉스라는 괴짜 선생님이 운영하는 마법 아카데미이다.",2024-01-05,26.023,6.091,"판타지, 모험, 가족","Netflix, Netflix basic with Ads"
movie,Here,히어,‘리처드’와 ‘마가렛’의 가족을 중심으로 같은 공간에서 다른 순간을 살았던 이들의 이야기가 바로 ‘여기’에서 시간을 초월해 겹쳐진다.,2024-10-30,25.969,6.732,드라마,
movie,외계+인 2부,외계+인 2부,"인간의 뇌 속에 갇혀 있는 외계인 포로들의 탈출을 막으려다 먼 과거에 갇혀버린 이안과 썬더는 시간을 관통하는 문을 열 수 있는 신검을 얻게 된다. 한편, 이안의 탈출을 도왔던 무륵은 자신의 몸에 이상한 존재가 있다는 것을 느끼자 혼란에 빠진다. 무륵의 몸에 숨어있는 외계인으로 의심되는 존재가 이안과 무륵을 추격하기 시작하고, 이안은 미래로 돌아가 외계인과 맞서 하바의 폭발을 막아야만 하는데.  마침내 시간의 문이 열리고 무륵, 이안, 썬더의 비밀이 드러나기 시작한다!",2024-01-10,25.93,6.578,"액션, 판타지, 모험","Netflix, Netflix basic with Ads"
movie,Le Dernier Jaguar,어텀과 블랙 재규어,"뉴욕에 사는 15살 소녀 '어텀'은 누구도 경험하지 못한 특별한 추억을 가슴에 품고 있다. 아마존의 깊은 숲에서 블랙 재규어 '호프'와 절친한 친구가 되었던 것. 어느 날, 우연히 발견한 아빠의 편지에서 '호프'가 위험에 처해 있다는 충격적인 소식을 접하게 된 '어텀'. ‘어텀’은 소중한 친구를 구하기 위해 홀로 아마존 행을 결심한다. 하지만 이 여정에 괴짜 생물학 선생님 '샤이모어'가 예기치 못한 동행자로 함께하게 되는데... 인간과 재규어의 눈부신 우정이 펼치는 환상적인 정글 모험이 시작된다!",2024-02-01,28.274,6.574,"모험, 가족","wavve, Watcha"
movie,Les Trois Mousquetaires : Milady,삼총사: 밀라디,,2023-12-13,25.795,6.448,"모험, 액션, 드라마, 역사",
movie,Love Hurts,러브 허츠,,2025-02-06,25.778,5.6,"액션, 코미디, 로맨스",
